sequence	16S_rRNA_Count	metadata_NSTI
SV_293_Flavobacteriales	3	0.169453
SV_294_Rhizobiales	1	0.013224
SV_295_Rhodobacterales	1	0.017383
SV_296_Betaproteobacteriales	3	0.413645
SV_297_Betaproteobacteriales	2	0.204439
SV_298_Flavobacteriales	6	0.087416
SV_299_Nevskiales	2	0.28231
SV_29_Caulobacterales	2	0.249982
SV_2_Rhodobacterales	2	0.107317
SV_300_Rhodobacterales	2	0.482913
SV_301_Rhodobacterales	2	0.114695
SV_302_Cytophagales	3	0.197101
SV_303_Flavobacteriales	2	0.053197
SV_304_Flavobacteriales	3	0.263327
SV_305_Rhizobiales	2	0.148223
SV_306_Actinomycetales	2	0.486136
SV_307_Sphingomonadales	1	0.013666
SV_308_Rhodobacterales	2	0.029852
SV_309_Rhizobiales	1	0.14113
SV_30_Cytophagales	3	0.583915
SV_310_Nevskiales	2	0.28231
SV_311_Rhodobacterales	2	0.021775
SV_312_Flavobacteriales	3	0.052002
SV_313_Flavobacteriales	3	0.23161
SV_314_Caulobacterales	2	0.739961
SV_315_Enterobacterales	5	0.089258
SV_316_Flavobacteriales	2	0.06041
SV_317_Pseudomonadales	6	0.200027
SV_318_Nevskiales	5	0.746739
SV_319_Rhodobacterales	2	0.132063
SV_31_Enterobacterales	9	0.164563
SV_320_Rhodobacterales	2	0.020561
SV_321_Flavobacteriales	3	0.586123
SV_322_Sphingomonadales	1	0.016445
SV_323_SAR86	2	0.18001
SV_324_Enterobacterales	5	0.145392
SV_325_Nevskiales	2	0.28231
SV_326_Nevskiales	2	0.085473
SV_327_Rhodobacterales	2	0.025183
SV_328_Caulobacterales	2	0.0209
SV_329_Cytophagales	3	0.819608
SV_32_Enterobacterales	5	0.1214
SV_330_Sphingobacteriales	3	0.792902
SV_331_Rhodospirillales	4	0.050655
SV_332_NA	1	0.019959
SV_333_Izimaplasmatales	4	1.215681
SV_334_Flavobacteriales	3	0.253313
SV_335_Rhodobacterales	2	0.014678
SV_336_Flavobacteriales	2	0.062013
SV_337_Flavobacteriales	3	0.045409
SV_338_Caulobacterales	2	0.163113
SV_339_Pseudomonadales	5	0.054111
SV_33_Sphingomonadales	3	0.138874
SV_340_Rhodobacterales	2	0.111252
SV_341_Rhizobiales	2	0.081814
SV_342_Caulobacterales	2	0.459966
SV_343_Flavobacteriales	2	0.048396
SV_344_Flavobacteriales	2	0.04564
SV_345_Rhodobacterales	4	0.020161
SV_346_Rhodobacterales	4	0.046337
SV_347_Flavobacteriales	3	0.253313
SV_348_Flavobacteriales	3	0.111265
SV_349_Actinomycetales	1	0.196084
SV_34_Enterobacterales	5	0.113941
SV_350_Nanopelagicales	3	0.506839
SV_351_NA	1	0.196135
SV_352_Rhodospirillales	4	0.018358
SV_353_Flavobacteriales	3	0.445497
SV_354_Sphingomonadales	2	0.233915
SV_355_Enterobacterales	8	0.061184
SV_356_Puniceispirillales	1	0.068798
SV_357_Caulobacterales	2	0.38567
SV_358_Enterobacterales	5	0.113529
SV_359_Nevskiales	2	0.28231
SV_35_Pseudomonadales	4	0.139078
SV_360_Caulobacterales	2	0.066947
SV_361_Rhodobacterales	2	0.024011
SV_362_Rhodospirillales	4	0.034183
SV_363_Sphingomonadales	1	0.020214
SV_364_Flavobacteriales	4	0.031072
SV_365_Flavobacteriales	3	0.208052
SV_366_Sphingomonadales	1	0.018346
SV_367_Rhizobiales	2	0.421021
SV_368_Enterobacterales	5	0.130911
SV_369_Pseudomonadales	8	0.147533
SV_36_Rhodobacterales	2	0.115706
SV_370_Flavobacteriales	6	0.046695
SV_371_Pseudomonadales	4	0.085236
SV_372_Sphingomonadales	1	0.009078
SV_373_Cytophagales	3	1.294586
SV_374_Rhodobacterales	2	0.162662
SV_375_Caulobacterales	1	0.229448
SV_376_Pseudomonadales	4	0.148767
SV_377_Enterobacterales	5	0.09961
SV_378_Rhizobiales	3	0.229927
SV_379_Enterobacterales	4	0.306391
SV_37_Flavobacteriales	3	0.073712
SV_380_Rhodobacterales	4	0.01468
SV_381_Caulobacterales	2	0.011008
SV_382_Enterobacterales	5	0.144571
SV_383_Rhizobiales	2	0.14804
SV_384_Enterobacterales	9	0.165819
SV_385_NA	2	0.470801
SV_386_Actinomycetales	1	0.196084
SV_387_Rhizobiales	2	0.108332
SV_388_Sphingomonadales	2	0.037336
SV_389_Caulobacterales	2	0.812337
SV_38_Enterobacterales	5	0.272926
SV_390_Rhodobacterales	2	0.106649
SV_391_Rhodobacterales	2	0.050954
SV_392_Flavobacteriales	3	0.263327
SV_393_Kiloniellales	1	0.887948
SV_394_Rhodobacterales	4	0.020457
SV_395_Flavobacteriales	3	0.076777
SV_396_Sphingomonadales	1	0.036017
SV_397_Pseudomonadales	2	0.247523
SV_398_Caulobacterales	2	0.249982
SV_399_Rhodobacterales	2	0.014488
SV_39_Flavobacteriales	2	0.198044
SV_3_Rhodospirillales	4	0.020483
SV_400_Caulobacterales	2	0.319972
SV_401_Sphingomonadales	1	0.016471
SV_402_Flavobacteriales	2	0.061747
SV_403_Flavobacteriales	3	0.047753
SV_404_Flavobacteriales	3	0.331302
SV_405_Caulobacterales	2	0.41161
SV_406_Rhizobiales	2	0.423328
SV_407_Flavobacteriales	2	0.0411
SV_408_Pseudomonadales	2	0.026187
SV_409_Cytophagales	3	0.712249
SV_40_Flavobacteriales	3	0.235166
SV_410_Flavobacteriales	3	0.744994
SV_411_Sphingomonadales	2	0.018298
SV_412_Flavobacteriales	3	0.043456
SV_413_Rhodobacterales	2	0.102536
SV_414_Caulobacterales	2	0.388266
SV_415_Pseudomonadales	4	0.303719
SV_416_Rhodobacterales	2	0.217051
SV_417_Sphingomonadales	1	0.023905
SV_418_Puniceispirillales	1	0.805584
SV_419_Caulobacterales	2	0.354834
SV_41_Flavobacteriales	3	0.263327
SV_420_Cytophagales	3	0.753274
SV_421_Rhodobacterales	2	0.145058
SV_422_Enterobacterales	5	0.147456
SV_423_Enterobacterales	5	0.02666
SV_424_Enterobacterales	8	0.062283
SV_425_Enterobacterales	5	0.142199
SV_426_Balneolales	3	0.856178
SV_427_Caulobacterales	4	0.099279
SV_428_Enterobacterales	5	0.085199
SV_429_Rhodobacterales	4	0.018575
SV_42_Enterobacterales	5	0.086142
SV_430_Oceanibaculales	2	0.400259
SV_431_Enterobacterales	5	0.252234
SV_432_Flavobacteriales	2	0.047492
SV_433_Parvibaculales	2	0.566222
SV_434_Enterobacterales	5	0.148885
SV_435_Sphingomonadales	2	0.010885
SV_436_Rhizobiales	2	0.096389
SV_437_Rhodobacterales	2	0.111233
SV_438_Rhodobacterales	2	0.122085
SV_439_Rhodobacterales	2	0.014605
SV_43_Flavobacteriales	2	0.518603
SV_440_Flavobacteriales	3	0.235166
SV_441_Caulobacterales	2	0.391877
SV_442_Rhodobacterales	2	0.045762
SV_443_Rhizobiales	2	0.146962
SV_444_Sphingomonadales	1	0.029981
SV_445_Pseudomonadales	4	0.276323
SV_446_Betaproteobacteriales	2	0.141382
SV_447_Cytophagales	3	0.351379
SV_448_Caulobacterales	2	0.310131
SV_449_Pelagibacterales	1	0.068222
SV_44_Enterobacterales	5	0.177388
SV_450_Enterobacterales	7	0.14167
SV_451_Rhodobacterales	2	0.138565
SV_452_Flavobacteriales	2	0.201611
SV_453_Rhodospirillales	4	0.038412
SV_454_Rhodobacterales	4	0.046331
SV_455_Flavobacteriales	2	0.021542
SV_456_Pseudomonadales	3	0.047336
SV_457_Enterobacterales	12	0.2119
SV_458_Rhodobacterales	4	0.022022
SV_459_Rhodobacterales	2	0.117621
SV_45_Enterobacterales	5	0.273578
SV_460_Rhodobacterales	2	0.018422
SV_461_Rhodospirillales	4	0.229299
SV_462_Enterobacterales	8	0.280981
SV_463_Nitrosococcales	2	0.553002
SV_464_NA	3	1.013831
SV_465_Flavobacteriales	2	0.05118
SV_466_Flavobacteriales	3	0.326788
SV_467_Sphingomonadales	1	0.024285
SV_468_Enterobacterales	8	0.280981
SV_469_Enterobacterales	5	0.326274
SV_46_NA	1	0.010742
SV_470_Flavobacteriales	3	0.114513
SV_471_Flavobacteriales	2	0.051863
SV_472_Nitriliruptorales	2	0.148644
SV_473_Actinomycetales	1	0.378772
SV_474_Caulobacterales	2	0.423328
SV_475_Caulobacterales	2	0.25847
SV_476_Caulobacterales	2	0.601254
SV_477_Sphingomonadales	1	0.034055
SV_478_Sphingomonadales	1	0.031482
SV_479_Flavobacteriales	2	0.044906
SV_47_Enterobacterales	8	0.09693
SV_480_Rhodobacterales	4	0.018575
SV_481_Flavobacteriales	3	0.318687
SV_482_Rhodobacterales	2	0.137089
SV_483_Rhodobacterales	2	0.014481
SV_484_Rhodobacterales	4	0.071639
SV_485_Rhodobacterales	4	0.018514
SV_486_Flavobacteriales	3	0.031752
SV_487_Sphingomonadales	2	0.014603
SV_488_Rhodospirillales	4	0.028217
SV_489_Caulobacterales	2	0.423328
SV_48_Pseudomonadales	3	0.129525
SV_490_Rhodobacterales	2	0.115149
SV_491_Sphingomonadales	2	0.423328
SV_492_Sphingomonadales	1	0.020209
SV_493_NA	1	0.060665
SV_494_Enterobacterales	4	0.427456
SV_495_Rhodobacterales	2	0.114367
SV_496_Sphingomonadales	1	0.027717
SV_497_Rhodobacterales	2	0.119131
SV_498_Sphingomonadales	1	0.012746
SV_499_Flavobacteriales	2	0.070246
SV_49_Pseudomonadales	3	0.084394
SV_4_Enterobacterales	5	0.057809
SV_500_Enterobacterales	12	0.388305
SV_501_Rhodobacterales	2	0.225007
SV_502_Balneolales	3	0.888874
SV_503_Flavobacteriales	3	0.167109
SV_504_Actinomycetales	1	0.196084
SV_505_Rhodobacterales	2	0.03365
SV_506_Flavobacteriales	2	0.043881
SV_507_Rhodobacterales	4	0.018514
SV_508_Flavobacteriales	3	0.228989
SV_509_NA	2	0.864224
SV_50_Sphingomonadales	1	0.016473
SV_510_Sphingomonadales	2	0.453718
SV_511_Chitinophagales	3	1.206663
SV_512_Caulobacterales	2	0.153858
SV_513_Caulobacterales	2	0.216493
SV_514_Caulobacterales	2	0.49646
SV_515_Flavobacteriales	6	0.032693
SV_516_Flavobacteriales	3	0.253313
SV_517_Rhodobacterales	1	0.012869
SV_518_Rhizobiales	2	0.029507
SV_519_Flavobacteriales	2	0.204673
SV_51_Rhizobiales	2	0.026142
SV_520_Caulobacterales	2	0.14853
SV_521_Rhodobacterales	2	0.030895
SV_522_Rhodobacterales	1	0.02668
SV_523_Caulobacterales	2	0.292156
SV_524_Rhizobiales	3	0.025485
SV_525_Enterobacterales	8	0.280981
SV_526_Flavobacteriales	3	0.196235
SV_527_Flavobacteriales	3	0.021879
SV_528_Rhodobacterales	2	0.117605
SV_529_Rhizobiales	3	0.066405
SV_52_Sphingomonadales	2	0.019361
SV_530_Rhizobiales	2	0.109793
SV_531_Flavobacteriales	3	0.037354
SV_532_Flavobacteriales	3	0.235166
SV_533_Caulobacterales	2	0.170846
SV_534_Enterobacterales	8	0.280981
SV_535_Rhodobacterales	2	0.134714
SV_536_Betaproteobacteriales	3	0.060388
SV_537_Sphingomonadales	1	0.035385
SV_538_Betaproteobacteriales	2	0.172541
SV_539_Flavobacteriales	3	0.253313
SV_53_Rhodobacterales	1	0.014423
SV_540_Caulobacterales	2	0.173883
SV_541_Sphingomonadales	1	0.00907
SV_542_Rhodobacterales	2	0.126277
SV_543_Rhodobacterales	4	0.018575
SV_544_Sphingomonadales	1	0.025646
SV_545_Rhizobiales	3	0.027728
SV_546_Rhodospirillales	3	0.087059
SV_547_Rhodobacterales	2	0.018198
SV_548_Rhodobacterales	2	0.026351
SV_549_Caulobacterales	2	0.443744
SV_54_Rhizobiales	2	0.068429
SV_550_Caulobacterales	2	0.339039
SV_551_Rhodobacterales	5	0.016555
SV_552_Rhodobacterales	2	0.13068
SV_553_Propionibacteriales	2	0.237391
SV_554_Rhodospirillales	4	0.034212
SV_555_Rhizobiales	1	0.019083
SV_556_Rhodobacterales	2	0.117605
SV_557_Rhodobacterales	2	0.121213
SV_558_Sphingomonadales	1	0.160976
SV_559_Rhodobacterales	2	0.015202
SV_55_Enterobacterales	12	0.164579
SV_560_Caulobacterales	2	0.149327
SV_561_Rhodobacterales	2	0.423328
SV_562_Enterobacterales	5	0.214489
SV_563_Rhodobacterales	3	0.022314
SV_564_Caulobacterales	2	0.05501
SV_565_Enterobacterales	5	0.056427
SV_566_Nitrosococcales	3	0.535968
SV_567_Pseudomonadales	3	0.054374
SV_568_Sphingomonadales	3	0.4683
SV_569_Rhodobacterales	2	0.153901
SV_56_Sphingomonadales	1	0.014415
SV_570_Sphingomonadales	1	0.036219
SV_571_Sphingomonadales	1	0.027696
SV_572_Sphingomonadales	4	0.03009
SV_573_Babeliales	2	1.483603
SV_574_Rhodobacterales	3	0.679476
SV_575_Rhodobacterales	4	0.026108
SV_576_Caulobacterales	2	0.249982
SV_577_Enterobacterales	2	0.249982
SV_578_Enterobacterales	8	0.366395
SV_579_Caulobacterales	2	0.167611
SV_57_Enterobacterales	5	0.072618
SV_580_Rhodobacterales	2	0.203739
SV_581_Enterobacterales	5	0.152775
SV_582_Nitrosococcales	2	0.574669
SV_583_Rhodobacterales	2	0.027289
SV_584_Rhodobacterales	2	0.113555
SV_585_Rhodobacterales	2	0.306263
SV_586_Enterobacterales	5	0.739469
SV_587_Sphingomonadales	1	0.042063
SV_588_Rhodobacterales	2	0.016341
SV_589_Rhodospirillales	4	0.038074
SV_58_Flavobacteriales	2	0.01796
SV_590_Caulobacterales	2	0.284969
SV_591_Rhodobacterales	2	0.347092
SV_592_Sphingomonadales	2	0.225744
SV_593_Rhodospirillales	2	0.224396
SV_594_Enterobacterales	10	0.08469
SV_595_Flavobacteriales	3	0.169711
SV_596_Sphingomonadales	1	0.026092
SV_597_Rhodobacterales	3	0.016553
SV_598_Rhodobacterales	3	0.277605
SV_599_Enterobacterales	5	0.261862
SV_59_Enterobacterales	5	0.086294
SV_5_Rhodobacterales	1	0.015507
SV_600_Rhizobiales	2	0.109712
SV_601_Sphingomonadales	2	0.029572
SV_602_Enterobacterales	4	0.555931
SV_603_Enterobacterales	8	0.063474
SV_604_Rhodobacterales	2	0.01042
SV_605_Caulobacterales	2	0.551544
SV_606_Rhodospirillales	4	0.048982
SV_607_Enterobacterales	8	0.095386
SV_608_Rhodobacterales	2	0.149929
SV_609_Enterobacterales	5	0.307649
SV_60_Caulobacterales	2	0.707306
SV_610_Caulobacterales	2	0.488226
SV_611_Rhodospirillales	4	0.577514
SV_612_Rhodobacterales	2	0.035078
SV_613_Sphingomonadales	2	0.01089
SV_614_Rhodobacterales	2	0.018108
SV_615_Betaproteobacteriales	3	0.38405
SV_616_Rhodobacterales	2	0.02664
SV_617_Sphingomonadales	1	0.027932
SV_618_Rhodobacterales	2	0.12985
SV_619_Rhodobacterales	2	0.119317
SV_61_Caulobacterales	2	0.092449
SV_620_Enterobacterales	12	0.301599
SV_621_Caulobacterales	2	0.05071
SV_622_Sphingomonadales	1	0.027718
SV_623_Rhizobiales	2	0.02981
SV_624_Caulobacterales	2	0.018434
SV_625_Sphingomonadales	2	0.654224
SV_626_Rhodobacterales	2	0.125237
SV_627_Rhodobacterales	2	0.13267
SV_628_Enterobacterales	5	0.101419
SV_629_Enterobacterales	5	0.145775
SV_62_Rhodobacterales	2	0.109317
SV_630_Enterobacterales	5	0.045156
SV_631_Flavobacteriales	3	0.253313
SV_632_Flavobacteriales	3	0.235166
SV_633_Rhodobacterales	2	0.117091
SV_634_Rhodospirillales	4	0.065783
SV_635_Enterobacterales	7	0.99773
SV_636_Betaproteobacteriales	3	0.231685
SV_637_Rhodobacterales	2	0.426841
SV_638_Enterobacterales	5	0.446465
SV_639_Flavobacteriales	3	0.263327
SV_63_Enterobacterales	8	0.096418
SV_640_Rhodobacterales	2	0.16883
SV_641_Enterobacterales	5	0.135787
SV_642_Caulobacterales	2	0.05052
SV_643_Flavobacteriales	3	0.066316
SV_644_Rhodospirillales	4	0.067856
SV_645_Rhodobacterales	2	0.141093
SV_646_Flavobacteriales	2	0.472605
SV_647_Rhodobacterales	2	0.14804
SV_648_Enterobacterales	5	0.071191
SV_649_Enterobacterales	5	0.38579
SV_64_Rhodobacterales	2	0.110432
SV_650_Enterobacterales	8	0.280981
SV_651_Rhodospirillales	4	0.048138
SV_652_Flavobacteriales	3	0.253313
SV_653_Rhodobacterales	2	0.145717
SV_654_Flavobacteriales	3	0.058572
SV_655_Pseudomonadales	3	0.06038
SV_656_Enterobacterales	2	0.423328
SV_657_Flavobacteriales	2	0.058624
SV_658_Rhodobacterales	2	0.1179
SV_659_Rhizobiales	3	0.263145
SV_65_Flavobacteriales	2	0.169006
SV_660_Enterobacterales	5	0.180331
SV_661_Sphingomonadales	1	0.033485
SV_662_Sphingomonadales	2	0.016486
SV_663_Flavobacteriales	3	0.263327
SV_664_Pseudomonadales	4	0.551274
SV_665_Flavobacteriales	3	0.235166
SV_666_Enterobacterales	5	0.24003
SV_667_Rhodospirillales	3	0.087136
SV_668_Caulobacterales	2	0.242084
SV_669_Betaproteobacteriales	3	0.294994
SV_66_Flavobacteriales	3	0.778048
SV_670_Sphingomonadales	2	0.423328
SV_671_Rhodobacterales	2	0.115568
SV_672_Caulobacterales	2	0.529205
SV_673_Sphingomonadales	1	0.02224
SV_674_Rhodospirillales	4	0.044533
SV_675_Sphingomonadales	1	0.035893
SV_676_Flavobacteriales	3	0.596593
SV_677_Sphingomonadales	2	0.034045
SV_678_Rhodospirillales	4	0.066609
SV_679_Rhodobacterales	1	0.018454
SV_67_Bacteroidales	3	0.50333
SV_680_Rhodobacterales	2	0.211793
SV_681_Enterobacterales	5	0.071625
SV_682_Rhodospirillales	3	0.086973
SV_683_Rhodobacterales	2	0.240026
SV_684_Sphingomonadales	1	0.025656
SV_685_Enterobacterales	4	0.308501
SV_686_Sphingomonadales	1	0.030105
SV_687_Caulobacterales	2	0.697687
SV_688_Caulobacterales	2	0.035429
SV_689_Flavobacteriales	3	0.235166
SV_68_Sphingomonadales	1	0.009082
SV_690_Rhodobacterales	2	0.254297
SV_691_Sphingomonadales	1	0.046006
SV_692_Caulobacterales	2	0.065256
SV_693_Rhodospirillales	4	0.063082
SV_694_Rhodospirillales	4	0.042245
SV_695_Rhodobacterales	4	0.047615
SV_696_Rhizobiales	3	0.075576
SV_697_Rhodobacterales	2	0.561575
SV_698_NA	2	0.152372
SV_699_Enterobacterales	5	0.148057
SV_69_Rhodobacterales	2	0.109287
SV_6_Caulobacterales	2	0.214462
SV_700_Enterobacterales	5	0.062394
SV_701_Caulobacterales	1	0.133934
SV_702_Cytophagales	3	0.198554
SV_703_Sphingomonadales	1	0.037824
SV_704_Pseudomonadales	3	0.586282
SV_705_Rhodobacterales	2	0.11929
SV_706_Rhodospirillales	3	0.08046
SV_707_Sphingomonadales	1	0.031564
SV_708_Rhodobacterales	3	0.045135
SV_709_Rhodobacterales	2	0.160354
SV_70_Nitrosococcales	2	0.797106
SV_710_Caulobacterales	2	0.064879
SV_711_Rhodobacterales	2	0.439445
SV_712_Rhodobacterales	2	0.049535
SV_713_Sphingomonadales	1	0.032594
SV_714_Pseudomonadales	3	0.589352
SV_715_Rhodobacterales	2	0.155828
SV_716_Enterobacterales	5	0.289024
SV_717_Enterobacterales	5	0.064887
SV_718_NA	2	0.023758
SV_719_Rhodobacterales	2	0.104547
SV_71_Caulobacterales	2	0.333575
SV_720_Enterobacterales	4	0.539718
SV_721_Enterobacterales	5	0.116043
SV_722_Enterobacterales	4	0.362536
SV_723_Enterobacterales	5	0.045283
SV_724_Caulobacterales	2	0.489925
SV_725_Enterobacterales	5	0.020787
SV_726_Enterobacterales	5	0.107521
SV_727_Rhodobacterales	2	0.024942
SV_728_Rhodobacterales	2	0.136965
SV_729_Enterobacterales	5	0.152775
SV_72_Rhodobacterales	2	0.109501
SV_730_Flavobacteriales	2	0.188598
SV_731_Flavobacteriales	3	0.198939
SV_732_Rhodobacterales	4	0.065503
SV_733_Rhodobacterales	2	0.00877
SV_734_Enterobacterales	5	0.024554
SV_735_Rhodobacterales	2	0.112992
SV_736_Rhodobacterales	2	0.024672
SV_737_Caulobacterales	2	1.205825
SV_738_Rhodobacterales	4	0.016559
SV_739_Caulobacterales	2	0.062496
SV_73_Flavobacteriales	3	0.021589
SV_740_Rhodobacterales	2	0.143376
SV_741_Enterobacterales	5	0.135981
SV_742_Flavobacteriales	3	0.074303
SV_743_Sphingomonadales	2	0.045493
SV_744_Rhodospirillales	4	0.056544
SV_745_Rhodobacterales	2	0.029997
SV_746_Sphingomonadales	2	0.036201
SV_747_Enterobacterales	5	0.297234
SV_748_Rhodobacterales	1	0.154759
SV_749_Rhodobacterales	2	0.045093
SV_74_Rhodobacterales	2	0.252758
SV_750_Sphingomonadales	1	0.025603
SV_751_Enterobacterales	5	0.180258
SV_752_Enterobacterales	5	0.053115
SV_753_Enterobacterales	5	0.370591
SV_754_Enterobacterales	5	0.044765
SV_755_Rhodobacterales	2	0.334283
SV_756_Rhodobacterales	2	0.133985
SV_757_Rhodobacterales	3	0.27151
SV_758_Rhodobacterales	2	0.111636
SV_759_Rhodobacterales	2	0.160536
SV_75_Flavobacteriales	3	0.263327
SV_760_Flavobacteriales	2	0.057404
SV_761_Rhodobacterales	2	0.203739
SV_762_Nitrosococcales	3	0.574342
SV_763_Flavobacteriales	3	0.253313
SV_764_Rhodospirillales	4	0.068047
SV_765_NA	3	1.416876
SV_766_Rhodospirillales	3	0.080418
SV_767_Flavobacteriales	3	0.235166
SV_768_Flavobacteriales	2	0.062134
SV_769_Sphingomonadales	1	0.108683
SV_76_Flavobacteriales	3	0.076681
SV_770_Enterobacterales	5	0.430103
SV_771_Rhodobacterales	2	0.149866
SV_772_Cytophagales	3	0.08064
SV_773_Caulobacterales	2	0.078831
SV_774_Rhodobacterales	2	0.044016
SV_775_Rhodobacterales	2	0.057627
SV_776_Rhodospirillales	4	0.040262
SV_777_Rhodospirillales	4	0.050504
SV_778_NA	2	0.1687
SV_779_Enterobacterales	5	0.081273
SV_77_Caulobacterales	2	0.452468
SV_780_Rhizobiales	2	0.225389
SV_781_Flavobacteriales	3	0.263327
SV_782_Rhizobiales	2	0.024197
SV_783_Rhodobacterales	4	0.041772
SV_784_Caulobacterales	2	0.48634
SV_785_NA	1	0.047389
SV_786_Caulobacterales	2	0.191309
SV_787_Rhodobacterales	2	0.032611
SV_788_Rhodobacterales	2	0.174501
SV_789_Caulobacterales	3	0.638232
SV_78_Enterobacterales	5	0.129706
SV_790_Caulobacterales	2	0.233427
SV_791_Rhodospirillales	4	0.035681
SV_792_Caulobacterales	2	0.060411
SV_793_Cytophagales	3	0.244793
SV_794_Enterobacterales	8	0.280981
SV_795_Caulobacterales	2	0.544523
SV_796_Rhodobacterales	2	0.019686
SV_797_Rhodobacterales	2	0.068078
SV_798_Caulobacterales	2	0.6729
SV_799_Pseudomonadales	2	1.021825
SV_79_Rhizobiales	3	0.177481
SV_7_Enterobacterales	5	0.177725
SV_800_Rhodobacterales	4	0.612363
SV_801_NA	2	0.394936
SV_802_NA	3	0.27151
SV_803_Rhodobacterales	1	0.028796
SV_804_Rhodospirillales	4	0.048643
SV_805_Cytophagales	3	0.409903
SV_806_Rhodospirillales	4	0.050722
SV_807_Caulobacterales	2	0.04274
SV_808_Sphingomonadales	2	0.044089
SV_809_Caulobacterales	2	0.709237
SV_80_Rhodobacterales	2	0.109287
SV_810_Rhodobacterales	2	0.049556
SV_811_Caulobacterales	2	0.80666
SV_812_Sphingomonadales	1	0.039368
SV_813_Sphingomonadales	2	0.055293
SV_814_Rhizobiales	3	0.331853
SV_815_Flavobacteriales	2	0.0605
SV_816_Rhodobacterales	2	0.02659
SV_817_Rhodobacterales	4	0.053944
SV_818_Flavobacteriales	3	0.184061
SV_819_Rhodobacterales	2	0.276395
SV_81_Flavobacteriales	3	0.917336
SV_820_Rhodobacterales	1	0.388621
SV_821_Enterobacterales	7	0.812576
SV_822_Rhodobacterales	2	0.119555
SV_823_Enterobacterales	7	0.922352
SV_824_Rhodobacterales	2	0.117393
SV_825_Enterobacterales	14	0.262717
SV_826_NA	7	0.919244
SV_827_Rhodobacterales	2	0.031705
SV_828_Enterobacterales	5	0.073761
SV_829_Flavobacteriales	3	0.253313
SV_82_Flavobacteriales	3	0.273229
SV_830_Rhodobacterales	4	0.025553
SV_831_Rhodospirillales	4	0.291237
SV_832_Flavobacteriales	6	0.05998
SV_833_Sphingomonadales	2	0.446626
SV_834_Betaproteobacteriales	3	0.203496
SV_835_Rhodobacterales	2	0.765009
SV_836_Enterobacterales	5	0.03449
SV_837_Enterobacterales	5	0.168502
SV_838_Enterobacterales	5	0.494485
SV_839_Enterobacterales	3	0.736957
SV_83_Flavobacteriales	2	0.51362
SV_840_Enterobacterales	12	0.366699
SV_841_NA	2	0.729221
SV_842_Rhodobacterales	2	0.117122
SV_843_Enterobacterales	5	0.30493
SV_844_Enterobacterales	5	0.262171
SV_845_Rhodobacterales	4	0.018419
SV_846_Sphingomonadales	1	0.23765
SV_847_Flavobacteriales	3	0.177699
SV_848_Flavobacteriales	3	0.40881
SV_849_Caulobacterales	2	0.060767
SV_84_Flavobacteriales	3	0.019635
SV_850_NA	2	0.057998
SV_851_Rhodobacterales	2	0.154731
SV_852_Caulobacterales	2	0.545091
SV_853_Caulobacterales	2	0.738208
SV_854_Enterobacterales	5	0.02085
SV_855_Rhodobacterales	2	0.240096
SV_856_Caulobacterales	2	0.446765
SV_857_Rhodobacterales	2	0.203739
SV_858_Sphingomonadales	1	0.018298
SV_859_Flavobacteriales	3	0.607994
SV_85_Sphingomonadales	1	0.020222
SV_860_Rhodobacterales	2	0.150532
SV_861_Caulobacterales	2	0.322877
SV_862_NA	2	0.25398
SV_863_Rhodospirillales	4	0.073018
SV_864_Enterobacterales	5	0.534109
SV_865_Caulobacterales	2	0.092284
SV_866_Sphingomonadales	2	0.376363
SV_867_Rhodobacterales	2	0.297199
SV_868_Rhodospirillales	4	0.0487
SV_869_Rhodobacterales	2	0.345643
SV_86_Rhodobacterales	2	0.10811
SV_870_Rhodospirillales	4	0.070181
SV_871_Sphingomonadales	2	0.020207
SV_872_Rhodobacterales	2	0.124672
SV_873_Caulobacterales	2	0.047299
SV_874_Rhodobacterales	2	0.031027
SV_875_Rhodobacterales	2	0.160489
SV_876_Sphingomonadales	2	0.065936
SV_877_Cytophagales	3	0.244793
SV_878_Rhizobiales	2	0.238978
SV_879_NA	3	0.04509
SV_87_Enterobacterales	8	0.111148
SV_880_Rhodobacterales	2	0.16386
SV_881_Enterobacterales	5	0.49387
SV_882_Caulobacterales	2	0.163615
SV_883_Rhodospirillales	4	0.61591
SV_884_Rhodobacterales	2	0.172448
SV_885_Sphingomonadales	1	0.048172
SV_886_Rhodobacterales	3	0.051375
SV_887_Rhodobacterales	2	0.124028
SV_888_Sphingomonadales	1	0.037935
SV_889_Enterobacterales	5	0.045239
SV_88_Rhodospirillales	4	0.022394
SV_890_Sphingomonadales	1	0.035469
SV_891_Sphingomonadales	3	0.34469
SV_892_Enterobacterales	5	0.162405
SV_893_Rhodobacterales	2	0.12541
SV_894_Caulobacterales	2	0.06787
SV_895_Flavobacteriales	2	0.189914
SV_896_Rhodobacterales	2	0.153567
SV_897_Rhodobacterales	2	0.026871
SV_898_Enterobacterales	12	0.208138
SV_899_Enterobacterales	5	0.103833
SV_89_Pseudomonadales	6	0.073934
SV_8_Enterobacterales	5	0.1214
SV_900_Enterobacterales	7	0.601667
SV_901_Flavobacteriales	3	0.198208
SV_902_Enterobacterales	7	0.786848
SV_903_Rhodobacterales	2	0.021847
SV_904_Rhodobacterales	2	0.139529
SV_905_Enterobacterales	5	0.176475
SV_906_Rhodobacterales	2	0.024096
